13,13,13,14,13,13,13
8,8,8,8,8,8,8
6,6,6,6,6,6,6
9,7,9,10,9,9,9
1,14,14,14,14,1,12
1,1,1,1,1,1,11
9,7,4,4,4,9,9
8,8,8,8,8,8,8
1,2,1,2,2,2,12
6,6,6,7,7,7,6
13,13,13,13,13,13,13
9,6,7,7,7,7,9
1,1,1,12,1,2,1
3,8,8,8,8,8,8
13,13,13,13,14,14,14
14,14,14,14,14,14,14
1,1,1,14,1,1,14
1,5,5,5,5,5,5
6,7,7,7,6,7,6
11,11,11,1,2,2,2
6,2,6,9,4,14,14
15,15,15,15,15,15,15
9,2,1,2,4,2,1
4,4,4,1,14,14,14
1,11,11,3,3,7,6
4,4,4,4,4,4,4
9,4,13,13,13,9,4
1,1,1,1,10,10,1
9,1,1,1,7,7,7
3,3,3,3,12,12,12
2,2,2,2,2,2,6
1,3,3,1,11,1,1
7,1,1,11,1,7,1
15,15,15,15,15,15,15
14,14,14,14,14,14,14
1,12,1,4,1,2,1
8,8,8,8,8,8,8
1,2,2,2,2,2,2
6,7,7,6,7,6,6
1,10,1,17,1,12,1
1,1,1,1,1,1,1
1,14,1,2,2,2,2
1,1,2,2,7,4,4
6,6,2,2,5,6,2
1,14,14,14,1,14,14
1,12,12,12,1,12,12
1,1,1,1,1,14,14
1,11,1,6,6,6,6
1,2,2,1,2,2,1
15,2,15,12,15,11,15
10,2,3,5,5,10,2
4,4,1,15,3,1,12
2,6,6,13,1,14,14
9,9,9,9,9,9,9
8,10,10,9,9,4,9
1,1,3,4,1,1,1
1,1,1,1,1,1,1
13,13,1,7,7,1,7
4,4,4,4,4,4,6
1,1,1,1,1,1,1
1,1,1,10,1,1,10
1,1,1,1,1,1,1
1,10,15,2,12,12,2
1,1,1,1,2,2,2
12,12,7,4,11,11,3
1,1,1,1,1,1,1
1,1,2,4,2,2,2
8,8,8,8,8,8,8
1,4,4,7,7,1,14
6,6,7,7,7,6,6
6,6,5,14,14,14,14
1,7,7,1,4,1,14
6,7,7,7,6,7,6
1,1,1,1,1,1,1
4,14,4,14,4,4,14
1,1,1,14,1,1,14
1,3,3,3,1,3,3
3,3,10,10,10,3,3
9,4,9,9,9,9,9
8,8,8,8,8,8,8
1,2,1,2,1,1,1
8,8,8,8,8,8,8
1,2,2,2,2,3,3
1,14,14,14,14,14,14
8,8,8,8,8,8,8
1,12,12,12,12,12,12
1,14,14,14,14,1,14
1,11,14,14,14,14,1
1,1,1,1,14,14,1
1,11,4,1,11,4,6
14,14,14,14,14,14,14
1,2,3,3,3,2,1
8,8,8,8,8,9,3
8,8,8,8,8,8,8
6,8,8,8,8,8,8
8,8,8,8,8,8,11
1,1,1,1,1,1,1
4,4,4,4,4,4,8
6,7,7,6,7,6,6
2,2,3,17,3,2,10
1,1,2,2,2,2,2
1,1,2,2,3,2,2
6,6,7,7,7,7,7
4,8,8,8,8,8,8
14,14,14,14,14,14,14
1,1,14,14,14,1,1
6,12,12,12,12,12,12
1,5,5,2,2,2,1
13,13,13,13,13,13,13
8,8,8,8,8,8,8
6,4,2,2,3,11,3
6,6,6,7,7,7,7
1,10,10,6,6,11,11
8,8,8,8,8,8,2
2,3,3,3,10,10,5
6,7,7,7,6,7,6
13,14,14,14,14,14,14
1,1,12,12,12,12,12
1,2,1,2,2,1,11
8,8,8,8,8,8,8
1,2,12,12,2,2,1
4,4,4,4,4,4,4
6,7,7,7,6,7,6
3,15,6,11,2,2,5
1,1,1,1,1,1,1
1,1,1,1,1,1,1
4,4,4,1,12,12,12
3,4,3,2,14,14,6
1,10,10,10,10,1,11
3,15,15,6,6,15,5
6,12,12,12,12,12,3
1,1,11,11,4,3,11
15,15,14,14,2,2,15
1,2,1,12,12,2,4
1,4,1,4,1,4,1
1,2,7,7,7,7,7
1,7,7,1,1,1,3
15,5,5,5,5,5,15
1,11,11,1,3,3,1
15,10,15,5,5,5,11
1,1,1,2,2,12,14
1,12,12,12,12,14,14
1,1,1,2,1,1,1
1,1,1,1,12,11,11
1,11,1,1,14,14,1
1,1,1,1,1,1,1
2,14,14,14,14,4,14
1,1,1,1,1,8,1
1,1,1,1,1,1,1
13,7,13,13,13,13,13
1,1,12,1,2,2,1
12,12,12,12,12,12,12
1,1,7,7,1,4,1
1,2,2,2,2,2,1
6,4,4,9,9,9,4
8,8,2,4,2,4,2
2,2,11,11,11,2,2
6,7,7,7,6,6,6
6,6,6,6,6,1,1
6,6,6,6,6,6,6
1,2,1,11,1,2,1
9,1,2,2,6,2,15
12,12,12,12,12,12,12
1,2,10,10,1,1,14
13,13,13,14,14,13,14
1,3,1,3,1,1,5
4,4,4,4,4,4,6
1,1,1,11,1,11,11
1,1,2,2,2,2,2
1,2,2,4,2,2,1
1,12,10,1,1,1,1
6,7,6,7,7,6,6
1,1,1,14,1,11,1
3,11,2,6,6,1,4
13,13,13,13,13,13,13
4,2,10,2,2,2,2
1,6,6,6,6,6,6
1,1,1,1,1,1,1
6,6,6,6,6,8,8
9,1,1,6,6,4,6
4,9,6,7,7,7,6
14,8,8,8,8,8,8
2,2,3,3,17,4,11
13,13,13,13,13,13,13
1,1,2,2,2,6,6
1,1,14,1,1,1,1
1,1,1,12,11,7,4
14,14,14,14,14,14,14
1,10,2,12,3,17,1
8,8,8,8,8,8,8
1,1,9,1,7,7,1
1,1,7,7,1,1,1
9,9,9,11,9,9,9
1,1,1,2,1,1,2
14,14,14,14,14,14,14
1,10,1,1,1,1,1
8,8,8,12,10,11,11
9,9,9,9,9,9,9
8,8,8,8,8,8,8
1,14,1,14,1,3,1
3,2,2,2,2,2,1
6,6,6,7,7,6,7
10,10,10,10,10,10,10
1,2,1,1,1,10,10
9,11,11,11,9,2,2
1,4,1,2,4,3,1
9,8,8,8,8,8,9
9,4,4,4,4,4,9
6,7,7,6,7,7,9
1,2,1,2,2,4,4
8,7,7,7,7,7,7
6,6,1,6,11,11,6
8,8,8,8,8,7,8
1,1,1,1,2,2,2
1,14,14,14,14,14,1
2,2,2,2,2,6,6
9,14,14,14,14,4,4
7,13,13,13,13,13,14
1,12,1,17,1,4,1
14,14,14,14,14,14,14
8,8,8,8,8,8,8
8,8,8,8,8,8,8
6,7,7,6,7,6,6
1,1,1,1,1,1,1
3,3,3,3,1,3,1
6,6,6,6,6,6,15
13,6,8,8,8,8,8
6,15,6,6,6,6,6
12,9,12,9,9,9,4
3,3,3,3,3,3,3
6,14,14,14,14,14,6
1,2,2,2,2,1,2
1,1,2,1,7,7,4
6,15,10,15,11,4,4
1,2,2,2,10,10,9
8,8,8,8,8,8,8
6,15,10,10,10,15,6
13,14,14,14,14,14,14
4,14,14,14,4,4,7
2,2,2,2,2,2,2
6,3,3,3,3,1,4
1,3,3,3,1,2,2
13,13,9,13,13,13,13
6,15,6,6,6,15,6
6,7,7,7,6,7,6
8,8,8,8,8,8,8
13,14,13,14,14,14,13
6,7,7,7,6,8,8
6,6,6,7,7,6,7
1,7,7,7,7,1,1
12,1,2,2,15,11,15
1,11,1,1,3,3,3
8,8,8,8,8,8,8
11,12,12,12,12,12,12
13,7,13,7,14,14,13
14,14,14,14,14,14,14
11,6,7,6,7,7,7
14,14,14,14,14,14,14
13,13,13,13,13,13,13
14,14,14,14,14,14,14
6,7,7,6,7,9,9
3,3,3,3,3,3,3
6,13,13,13,14,14,14
1,1,1,1,1,1,1
3,3,6,3,3,5,6
1,1,7,7,1,8,1
6,7,7,7,6,7,6
1,1,17,4,1,1,1
1,7,7,1,7,1,1
10,10,10,10,10,10,10
1,2,2,4,4,2,2
1,1,1,1,1,1,1
1,17,2,11,1,2,2
6,7,7,7,6,7,6
1,2,2,1,2,2,2
8,8,8,8,8,8,8
9,13,13,13,9,9,13
9,3,9,9,9,9,9
4,4,4,14,14,14,14
13,14,13,13,14,13,13
1,1,1,12,3,14,14
8,8,8,6,8,8,6
1,7,7,1,14,14,1
8,8,8,8,8,8,8
1,1,1,1,4,7,10
4,4,4,4,4,4,4
1,11,3,6,1,3,1
13,13,13,13,13,13,13
1,1,1,12,1,1,3
1,1,4,3,2,2,2
1,1,1,1,1,1,1
1,2,14,14,1,14,14
1,12,1,12,1,1,1
9,12,4,4,4,4,4
1,6,6,1,1,1,1
1,1,1,1,1,1,1
1,10,1,14,14,1,17
1,5,5,5,5,5,5
1,4,4,1,1,1,1
1,12,6,2,11,10,2
1,3,3,3,3,3,3
1,11,1,1,1,1,1
8,8,8,8,8,8,8
14,14,14,14,14,14,14
9,8,8,8,8,8,8
1,1,12,1,12,1,1
4,8,8,8,8,8,8
9,9,9,9,7,9,9
1,9,1,3,1,9,1
13,13,13,13,13,13,13
8,8,8,8,8,8,8
6,6,6,6,6,6,2
4,6,6,3,3,9,9
1,12,1,12,12,12,12
6,13,13,9,9,9,13
1,1,2,13,13,14,14
4,4,4,4,4,4,4
7,1,7,7,7,1,12
1,8,8,8,8,8,8
1,1,1,2,2,2,2
1,1,2,2,2,2,2
1,12,1,11,11,1,1
8,8,8,8,6,8,8
1,2,1,12,12,12,4
6,8,8,8,8,8,8
1,6,7,7,7,7,3
6,9,13,13,13,9,9
8,8,8,8,8,8,8
12,1,1,9,2,1,1
12,9,9,13,13,13,9
1,10,3,3,1,3,1
8,8,8,8,8,8,8
12,5,2,2,2,5,12
1,3,3,3,7,7,1
10,10,10,10,10,10,10
6,6,6,6,6,15,6
1,10,1,12,12,12,3
9,1,1,1,14,14,14
9,9,7,7,7,9,9
1,11,1,2,1,1,1
1,11,1,12,1,1,11
1,7,7,7,1,1,1
10,2,14,14,14,4,4
8,8,8,9,9,9,9
8,8,8,8,8,8,8
14,14,14,13,13,13,13
14,14,14,14,14,14,14
9,1,6,6,2,6,6
1,12,1,1,12,2,2
1,11,11,1,1,1,4
6,7,7,7,6,7,6
1,1,1,1,1,1,1
1,14,1,12,1,2,1
1,11,1,1,12,14,1
8,8,8,8,8,8,8
1,15,11,2,15,2,2
1,1,14,14,14,14,14
8,8,8,8,8,8,8
1,4,1,1,14,14,14
8,8,8,8,8,8,8
9,9,13,7,13,14,14
4,4,4,4,12,12,12
9,9,9,9,9,6,2
1,1,4,1,2,1,1
12,9,4,4,4,4,4
6,7,7,6,7,7,6
6,6,6,6,6,6,6
8,2,7,7,7,7,4
3,3,3,3,4,1,1
1,1,4,1,7,7,1
1,2,2,2,2,12,12
8,8,8,8,8,8,8
1,1,10,1,1,1,1
12,2,12,2,2,12,12
1,1,1,1,14,14,14
1,11,3,15,2,12,12
2,3,1,1,5,5,5
1,2,2,2,2,2,2
14,14,14,14,14,14,14
1,1,1,1,1,1,1
8,8,8,8,8,8,8
4,9,11,6,9,4,9
1,1,12,1,1,1,1
1,12,1,1,12,12,1
1,14,1,1,17,1,3
14,14,1,1,10,10,6
15,15,15,15,15,15,15
2,2,2,2,2,12,12
13,7,13,13,7,7,13
9,8,8,8,8,8,8
13,13,13,13,13,13,13
14,14,14,14,14,14,14
8,8,8,8,8,8,8
1,6,6,6,6,6,6
13,13,13,13,14,13,13
1,2,2,15,2,2,2
9,9,9,9,9,9,9
9,9,2,2,2,2,2
8,8,8,8,8,8,3
3,3,3,11,4,4,4
8,8,8,8,8,8,8
6,7,7,7,6,7,6
2,6,7,7,7,6,6
14,14,14,14,14,14,14
12,12,12,12,12,12,12
1,7,7,1,1,1,1
10,7,7,7,10,10,10
2,10,10,10,10,4,4
1,14,14,14,14,1,2
14,14,14,14,14,14,14
6,6,6,7,7,6,6
6,6,6,6,14,7,14
1,2,2,2,2,2,2
1,1,1,6,6,7,6
1,10,1,2,1,2,1
15,14,15,15,14,15,11
8,8,8,11,11,11,17
1,1,11,14,14,7,1
14,14,14,14,14,14,14
1,3,2,3,1,1,1
1,6,2,1,2,2,4
3,3,3,3,3,3,3
1,8,8,8,8,8,8
1,2,2,1,1,12,1
6,7,6,7,7,7,6
1,14,14,14,14,14,14
6,7,7,7,6,7,6
8,8,8,8,8,8,8
1,1,1,1,1,1,1
8,8,8,8,8,8,8
12,12,12,12,12,12,12
1,1,6,6,6,6,6
6,6,6,6,6,6,6
1,2,1,6,6,6,6
1,6,6,7,7,7,7
1,1,1,11,1,1,1
6,7,7,6,7,7,6
8,8,8,8,8,8,8
1,1,1,1,1,1,1
1,6,6,6,2,2,2
6,6,6,6,6,6,6
6,7,6,7,6,7,6
1,7,7,7,1,12,12
9,9,9,2,2,2,2
8,8,8,8,8,14,14
8,8,8,8,8,8,8
1,1,1,1,1,1,4
14,14,14,14,14,14,14
8,8,7,4,7,4,4
1,1,2,10,1,1,1
4,4,4,4,4,4,4
8,8,8,8,8,8,8
6,7,7,7,6,6,6
13,14,14,14,14,14,14
8,8,8,8,8,8,8
12,12,12,12,12,12,12
12,12,14,12,14,12,6
1,1,1,1,1,1,1
1,12,12,12,12,12,12
1,1,1,12,1,12,11
1,1,7,2,1,14,14
2,2,2,2,2,2,2
1,3,3,12,12,12,12
1,1,1,1,7,7,1
6,2,2,12,12,3,12
9,8,2,8,2,5,5
8,8,8,8,8,8,8
1,2,2,6,11,11,11
13,14,1,1,3,1,2
9,5,5,5,5,5,5
9,3,9,9,9,12,12
1,3,1,11,6,1,6
6,7,7,7,6,6,10
2,8,8,7,4,8,2
1,1,1,1,1,1,1
6,6,6,6,10,10,10
1,1,4,1,1,1,1
1,2,2,1,11,1,12
12,12,12,12,12,12,12
8,8,8,8,8,8,8
1,1,2,1,1,1,1
6,7,6,7,7,7,6
1,1,1,14,14,14,14
12,12,14,14,14,14,14
14,14,14,14,7,7,7
1,1,1,12,1,1,1
1,14,14,14,14,14,14
6,2,2,2,2,2,9
11,3,3,3,3,3,3
8,8,8,8,8,8,2
1,2,3,1,1,1,1
1,1,1,17,1,1,1
3,3,12,2,2,2,3
6,4,11,11,11,9,3
1,1,1,1,1,1,1
6,9,9,9,9,9,9
2,2,3,3,11,5,3
9,9,3,3,5,5,5
1,2,1,11,1,1,1
6,7,7,7,6,6,6
1,10,1,10,3,1,1
13,13,13,13,13,13,13
14,14,14,2,4,2,2
13,13,9,9,4,13,13
1,1,1,1,1,6,6
14,14,14,14,14,14,14
8,1,1,8,8,8,1
6,7,7,7,6,7,6
8,8,8,8,8,8,8
1,2,2,2,12,12,5
1,1,11,11,2,2,2
6,6,7,7,7,6,6
8,8,8,8,8,8,8
14,14,14,14,14,14,14
4,4,4,4,4,4,4
1,1,1,1,1,1,1
6,7,7,7,6,7,6
1,10,3,10,10,3,3
1,1,1,1,1,1,1
6,7,7,7,6,7,6
8,8,8,8,8,8,8
1,1,10,1,12,1,11
6,7,7,7,6,7,6
2,2,2,2,2,2,2
14,7,7,7,14,2,14
4,3,9,11,11,11,9
1,14,1,1,1,1,1
1,6,6,7,7,7,7
13,13,13,13,13,13,13
6,14,14,14,14,14,14
1,1,8,1,3,12,3
8,8,8,8,8,8,8
8,8,8,8,6,8,8
2,2,12,3,12,2,5
1,1,1,1,1,1,1
1,1,1,2,1,2,1
9,7,9,13,7,13,13
9,11,9,9,9,9,9
1,6,4,4,1,6,6
1,1,2,2,6,6,6
4,4,2,2,4,8,8
8,8,8,8,8,8,8
1,12,12,12,1,14,14
15,15,15,15,15,15,15
1,10,17,11,3,1,1
6,7,7,7,6,7,6
9,3,6,6,2,2,2
4,4,4,4,4,4,6
6,13,13,13,13,13,13
6,13,13,14,13,13,14
1,14,1,1,1,1,1
8,8,8,8,8,8,8
12,9,9,9,6,9,3
1,1,12,12,1,12,1
1,15,2,2,10,10,10
1,1,1,2,2,3,1
1,6,14,14,6,6,6
13,13,13,13,13,13,13
1,1,2,1,1,7,4
8,8,8,8,8,13,14
9,9,9,9,9,6,9
8,8,8,8,8,8,8
13,13,7,13,7,4,7
1,1,1,1,1,1,1
6,7,7,7,6,7,6
8,8,8,8,8,8,8
1,1,1,1,1,4,1
1,2,2,1,2,1,2
2,2,2,2,14,14,14
3,3,3,3,3,3,3
3,1,2,2,2,2,2
8,14,14,14,14,14,8
13,13,13,13,13,13,13
12,9,12,12,9,9,12
13,13,13,13,14,14,14
12,12,12,12,12,12,12
13,13,13,13,13,13,13
8,8,8,8,8,8,6
1,4,4,1,1,1,1
4,4,6,8,8,12,8
13,13,13,13,13,13,13
1,1,12,12,2,2,2
14,14,14,14,14,14,14
6,6,6,6,6,6,6
2,2,2,2,2,2,2
3,3,3,3,1,15,15
2,2,2,2,2,2,2
1,6,6,6,15,6,1
12,7,7,7,7,7,7
1,1,6,7,7,7,2
1,7,7,1,12,12,12
2,2,2,2,2,2,2
1,6,6,6,2,2,2
1,1,12,12,12,12,12
14,14,14,14,14,14,14
9,7,7,7,7,9,4
1,1,7,7,7,7,1
1,1,4,1,4,1,1
1,7,7,1,7,7,1
6,15,2,2,2,2,2
9,4,4,4,4,8,8
6,7,7,7,6,7,6
5,5,5,5,5,5,5
6,3,2,12,12,2,12
14,6,7,7,7,6,12
1,4,1,2,1,1,1
1,1,1,1,1,1,1
1,1,6,2,2,6,3
6,2,2,2,2,2,2
1,1,10,10,10,10,10
13,13,6,6,6,1,1
1,1,1,2,2,2,1
14,14,14,14,14,14,14
1,7,7,1,1,14,2
1,4,1,1,3,1,1
2,6,6,4,4,4,4
1,2,2,2,2,4,2
6,6,6,6,6,6,6
8,8,8,8,8,8,8
6,6,6,6,2,1,5
1,2,2,2,1,1,1
1,1,7,7,1,1,12
1,2,2,2,2,3,3
14,14,14,14,13,13,8
1,1,1,11,1,1,1
6,7,7,7,6,7,6
6,6,7,7,6,7,15
6,11,11,11,6,11,7
14,14,14,14,14,14,14
8,8,8,8,8,8,8
3,3,11,4,6,5,6
1,1,12,14,14,14,1
1,2,2,2,2,2,2
6,6,6,6,6,6,6
1,14,1,3,1,14,14
1,1,2,1,6,12,12
1,4,7,7,1,1,1
8,8,8,8,8,8,8
1,6,6,12,1,1,1
5,2,5,5,7,7,7
2,2,14,12,2,6,4
1,1,1,1,1,3,1
14,12,12,14,14,14,14
8,8,8,8,13,13,14
1,1,14,14,14,14,14
15,15,15,15,15,15,15
8,8,8,8,8,8,8
1,1,2,1,2,7,4
13,13,13,14,14,13,13
1,11,1,14,14,1,3
1,2,2,2,2,3,3
12,12,12,12,12,12,12
1,14,1,11,11,1,1
6,6,7,7,7,6,6
14,14,14,14,14,14,14
8,8,8,8,8,8,8
1,1,1,4,1,1,1
9,12,2,2,14,2,12
8,8,8,6,8,8,8
14,14,14,14,14,14,14
8,8,8,8,8,8,8
1,1,14,14,1,1,1
1,1,7,7,1,10,10
1,7,7,7,7,7,7
1,2,2,2,2,2,2
6,7,7,7,6,7,6
1,3,15,15,3,1,1
14,14,12,12,12,2,2
9,4,2,2,4,4,4
1,1,12,12,12,11,11
1,1,14,1,14,1,1
12,12,2,2,2,6,2
1,14,14,14,14,14,14
1,11,1,17,1,1,2
2,10,11,7,4,4,4
1,7,7,1,1,1,14
11,2,8,6,5,5,6
1,1,1,1,1,1,1
1,3,1,1,1,1,1
1,17,11,11,1,1,2
1,1,1,1,1,1,1
1,11,11,12,1,11,1
1,1,1,1,1,4,1
1,14,1,3,1,1,1
1,1,3,3,3,3,3
12,6,7,6,7,6,6
1,1,1,1,1,1,1
8,8,8,8,8,8,8
1,2,2,2,2,2,2
1,1,12,12,12,12,15
8,8,8,8,14,14,14
14,14,14,14,2,13,14
1,6,6,6,2,10,10
1,7,7,1,5,5,5
12,7,7,7,7,10,3
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,7,7,7,7,1,1
12,4,4,4,4,4,4
6,15,6,6,6,6,6
2,2,2,2,2,2,2
1,14,14,14,14,14,14
1,1,1,1,1,6,6
1,12,12,12,12,12,12
1,1,1,1,1,1,1
9,9,1,1,7,7,9
8,8,8,8,8,8,8
4,4,4,4,4,4,4
1,1,1,1,2,1,1
1,7,7,1,12,12,12
6,6,6,7,7,7,6
4,14,13,14,11,13,13
1,1,1,1,16,16,1
9,13,13,13,13,13,13
1,1,14,14,14,14,14
2,2,3,2,14,14,14
3,3,3,3,3,3,3
8,8,8,8,8,8,8
1,3,15,11,11,1,2
12,12,14,12,1,2,2
1,1,11,1,12,1,10
1,2,2,2,1,1,1
9,9,9,9,9,4,9
2,2,2,2,2,3,12
6,7,7,7,6,7,6
8,7,4,4,4,4,8
1,1,4,4,4,4,4
8,8,4,7,4,7,2
1,8,1,8,1,8,1
1,14,14,14,14,14,14
13,13,13,13,13,14,14
6,15,5,4,7,7,4
8,8,8,8,8,8,8
1,4,4,1,4,6,4
8,8,8,8,8,8,8
6,7,7,7,6,7,6
12,12,12,12,12,12,12
8,8,8,8,8,8,6
6,6,6,6,6,6,6
6,7,7,7,6,7,6
3,3,3,3,3,3,3
1,11,12,14,14,1,4
1,4,1,1,1,1,11
1,1,2,1,10,1,1
8,8,8,8,8,8,8
1,1,1,1,2,1,1
1,14,1,1,1,1,1
8,8,8,8,8,8,4
1,1,6,6,6,6,1
1,2,4,1,2,1,1
12,1,2,1,1,2,12
1,17,1,2,1,1,1
8,8,8,8,8,8,8
5,5,5,5,5,12,4
1,1,8,8,8,8,1
8,8,8,8,8,8,8
14,14,14,14,14,14,14
2,2,2,2,2,2,4
8,8,8,8,8,8,4
6,9,9,6,3,9,9
13,13,13,13,13,14,14
14,1,14,14,14,14,14
1,2,2,6,2,2,6
1,7,7,1,4,4,1
13,13,13,14,14,13,13
6,6,6,6,14,6,6
13,13,13,13,13,13,13
1,1,6,7,7,7,7
1,4,15,14,11,3,3
12,12,12,12,12,12,12
2,2,2,2,2,2,2
1,2,2,2,2,2,2
1,1,1,1,1,1,1
8,8,8,8,8,8,8
13,13,14,14,14,13,14
13,1,7,1,7,13,1
4,9,8,8,8,8,8
1,11,3,1,2,1,1
1,1,12,14,14,14,14
1,2,1,2,2,2,2
6,1,1,1,15,1,1
6,2,2,8,3,3,8
6,7,7,7,6,7,6
1,10,1,1,11,1,6
9,4,4,4,4,4,4
6,7,7,7,6,15,11
7,9,9,9,4,9,9
6,6,13,14,14,14,14
1,1,11,6,1,1,1
2,2,2,2,2,2,6
9,4,4,9,1,1,4
9,9,1,9,9,1,9
6,1,4,4,1,4,1
3,1,1,2,3,3,3
9,1,12,9,1,12,2
13,13,13,13,13,13,14
1,1,1,1,1,1,1
8,8,8,8,8,8,8
8,8,8,8,8,8,8
1,1,1,1,4,1,1
1,2,1,1,10,10,6
1,7,7,1,7,7,1
8,8,8,8,8,13,13
1,1,1,4,1,1,1
6,6,7,7,7,7,6
13,13,13,13,14,13,13
1,11,14,1,1,1,1
6,7,7,7,6,7,6
8,8,8,8,8,8,8
2,1,2,2,2,2,2
6,9,9,9,1,11,11
1,1,17,1,2,2,1
1,12,1,2,7,1,1
1,7,7,7,1,1,1
1,14,14,14,14,14,14
1,12,8,8,8,8,8
3,15,6,15,2,15,1
14,14,14,14,14,14,14
2,2,2,2,2,2,2
1,6,6,6,7,6,6
1,12,2,2,2,2,2
1,12,1,10,12,12,3
1,7,1,7,7,11,1
1,1,1,1,1,1,1
4,4,4,11,9,3,12
1,1,1,1,1,1,10
8,2,12,12,7,4,8
14,14,14,14,14,14,14
14,13,13,13,13,13,13
1,14,14,14,14,14,14
6,6,6,6,6,6,10
12,12,12,12,12,12,12
1,2,2,2,2,2,2
13,13,13,14,14,14,14
2,2,2,2,2,12,12
12,1,1,2,2,2,2
1,6,2,2,1,6,1
13,13,14,14,14,14,14
1,1,1,1,1,1,1
14,14,14,14,14,14,14
1,1,1,2,1,1,1
1,1,2,1,2,1,11
9,6,2,4,2,2,2
6,7,7,7,6,6,6
1,4,1,7,4,4,4
15,2,2,4,7,4,4
1,4,4,4,2,2,15
1,7,12,12,12,12,12
1,2,4,2,4,4,5
6,7,7,7,6,7,6
9,9,9,9,9,9,9
15,15,15,15,15,15,15
9,9,9,9,9,9,9
1,1,2,2,12,12,12
1,14,1,14,14,1,12
13,13,14,14,14,14,14
1,3,3,6,6,15,6
12,12,12,12,12,12,12
1,2,1,1,2,1,1
1,1,8,8,8,8,8
12,12,6,2,2,2,2
8,8,8,8,8,8,8
9,9,9,9,8,5,5
6,13,13,13,13,13,9
6,4,4,4,4,4,4
6,11,5,5,3,5,3
10,10,10,10,2,2,2
1,1,1,1,1,1,1
6,7,7,7,6,7,6
14,8,8,8,8,8,8
1,6,6,6,6,6,6
6,9,4,8,8,9,9
1,6,6,7,7,7,6
12,12,12,12,12,9,9
9,9,9,7,4,9,9
1,1,1,1,1,17,1
13,13,13,6,13,13,13
1,4,14,14,14,14,14
12,2,14,14,3,5,6
6,8,8,8,13,13,13
1,6,6,2,2,2,2
6,7,7,6,7,7,6
1,1,7,7,7,7,1
6,8,8,8,8,8,8
14,14,14,14,14,6,14
8,8,8,8,8,8,8
10,10,10,10,10,10,10
4,10,8,8,8,8,8
8,2,8,8,8,8,8
8,8,8,8,8,8,8
9,9,9,12,9,1,1
1,12,12,1,4,1,1
1,1,1,1,1,1,1
1,1,12,6,4,10,10
1,2,3,12,1,1,1
4,11,4,5,5,6,6
6,7,7,7,6,7,6
6,6,7,7,7,6,6
1,11,17,1,1,4,4
1,6,6,6,6,6,8
8,8,8,8,11,17,8
8,7,4,7,4,4,4
1,1,2,2,2,2,1
11,3,3,2,2,2,2
1,2,1,3,1,3,1
8,8,8,8,8,8,8
12,15,1,12,12,9,10
6,7,7,7,6,7,6
6,6,7,7,7,6,3
1,10,10,10,10,15,6
4,4,4,4,4,4,4
6,1,12,1,1,12,1
1,12,1,1,1,1,1
6,6,6,6,6,6,1
6,3,3,3,3,3,3
9,1,1,2,2,4,2
1,1,11,11,11,1,1
1,3,3,3,3,3,3
4,4,4,4,4,4,4
1,11,1,1,12,12,1
1,1,6,11,11,11,11
2,2,2,2,2,2,2
1,1,1,11,1,1,1
1,2,1,14,14,14,14
